document,id,subject,category,country,gender,appeal_date,issue_date,action,all_dates
13501,113/99,ex 113/99 on indonesia,disappearance|indonesia|ex 113/99,indonesia,,,,unknown,1999-08-19|1999-07-07|1999-07-30|
13502,34/99,fourth follow-up to ua 34/99 on uzbekistan,journalists and writers|ua 34/99|uzbekistan,uzbekistan,,,1999-02-25,fourth follow-up,1999-08-19|1999-02-25|1999-08-06|1999-08-13|1999-08-18|1999-03-09
13503,212/99,ua 212/99 on peru,artists|peru|prisoners of conscience|ua 212/99,peru,,,,initial,1999-08-13|1999-08-13|1999-09-29
13504,112/99,ex 112/99 on nepal,nepal|torture|ex 112/99,nepal,,,,unknown,1999-08-18|1999-08-04
13505,111/99,ex 111/99 on indonesia,disappearance|indonesia|ex 111/99,indonesia,,,,unknown,1999-07-30|
13506,199/99,first follow-up to ua 199/99 on philippines,death penalty|philippines|ua 199/99,philippines,,,1999-08-05,first follow-up,1999-08-18|1999-08-05|1999-08-18
13507,52/99,fourth follow-up to ua 52/99 on rwanda,death penalty|rwanda|ua 52/99,rwanda,,,1999-03-22,fourth follow-up,1999-08-18|1999-03-22|1999-04-08|1999-04-12|1999-08-19|1999-02-27
13508,211/99,ua 211/99 on mexico,indigenous|mexico|unionists|women|ua 211/99,mexico,,,,initial,1999-07-31
13509,101/98,seventh follow-up to ex 101/98 on us/uk/iraq,ex 101/98|iraq|united kingdom|usa,us,,,1998-12-16,unknown,1999-08-18|1998-12-16|1998-12-17|1998-12-18|1998-12-23|1999-02-18|1999-05-19|1999-08-17|1999-09-15
13510,6/99,first follow-up to nsa 6/99 on usa,ns 6/99|refugee issues|usa|women,usa,,,,unknown,
13511,98/99,stop action to ex 98/99 on usa,death penalty|ex 98/99|usa,usa,,,1999-08-02,unknown,1999-08-18|1999-08-02|1999-08-17
13512,110/99,ex 110/99 on indonesia,indonesia|ex 110/99,indonesia,,,,unknown,1999-08-18|1999-08-02|1999-07-30|
13513,210/99,ua 210/99 on indonesia,disappearance|fear for safety|indonesia|ua 210/99,indonesia,,,,initial,1999-08-16|1999-08-13|1999-07-30||1999-09-20
13514,14/99,ma14/99 on usa,children|health concern|health professionals|usa|medical action ma 14/99,usa,,,,unknown,1999-09-08|1999-07-27
13515,15/99,ma15/99 on china,china|health concern|medical action ma 15/99,china,,,,unknown,
13516,,,,,,,,,1999-08-16|1998-12-21|1998-12-27|1998-07-21
13517,11/99,follow-up on ex11/99 on nepal,disappearance|nepal|torture|ex 11/99,ex11,,,1999-01-29,unknown,1999-08-13|1999-01-29|1999-01-08|1999-01-08|1999-09-25
13518,209/99,ua 209/99 on nepal,arbitrary arrest|disappearance|nepal|ua 209/99,nepal,,,,initial,1999-08-13|1998-11-30|1999-02-03|1999-05-16|1999-05-16|1999-05-21|1999-05-21|1998-11-30|1999-05-21|1999-09-24
13519,178/99,follow-up to ua178/99 on philippines,death penalty|philippines|ua 178/99,philippines,,,1999-07-23,follow-up,1999-08-13|1999-07-23|1999-08-11|1999-09-30|1999-07-07|1998-04-03|1999-08-16
13520,34/99,follow-up to ua 34/99 on uzbekistan,fear for safety|incommunicado detention|uzbekistan|ua 34/98,uzbekistan,,1999-08-16,1999-03-09,follow-up,1999-08-13|1999-02-25|1999-03-09|1999-08-06|1999-08-16
13521,208/99,ua 208/99 on nepal,fear for safety|nepal|torture|ua 208/99,nepal,,,,initial,1999-08-13|1999-09-24
13522,70/99,follow-up to ex 70/99 on philippines,death penalty|ex 70/99|philippines,philippines,,,1999-06-11,unknown,1999-08-13|1999-06-11|1999-06-15|1999-08-06|1999-08-18|1999-09-17
13523,109/99,ex 109/99 on zimbabwe,death penalty|ex 109/99|zimbabwe,zimbabwe,,,,unknown,1999-08-13|1999-09-14
13524,108/99,ex 108/99 on rwanda,fear for safety|legal concern|rwanda|ex 108/99,rwanda,,,,unknown,1999-08-13|1999-08-10|1999-08-06|1999-09-10
13525,207/99,ua207/99 on burundi,burundi|ua 207/99,burundi,,,,initial,1999-08-13|1999-09-23
13526,11/99,follow-uo to ex 11/99 on nepal,disappearance|ex 11/99|human rights defenders|legal concern|legal professionals|nepal|torture,nepal,,,1999-01-29,unknown,1999-08-13|1999-01-29|1999-01-08|1999-01-08|1999-09-25
13527,99/99,follow-up to ex 99/99 on chad,chad|disappearance|ex 99/99|fear for safety,chad,,,1999-08-02,unknown,1999-08-12|1999-08-02|1999-08-03|1999-07-27|1999-08-03|1999-09-09
13528,77/98,follow-up to ex77/98 on china,china|health concern|legal concern|ex 77/98,china,,,1998-10-15,unknown,1998-10-15|1999-08-12|1998-10-15|1999-02-15|1999-06-09|1999-07-25|1998-04-04|1999-09-09
13529,206/99,ua 206/99 on usa,death penalty|legal concern|usa|ua 206/99,usa,,,,initial,1999-08-12|1999-09-10|1999-06-21|1999-09-15
13530,205/99,follow-up on ua205/99 on east timor,arbitrary detention|disappearance|east timor|fear for safety|students|ua 205/99,ua205,,,1999-08-11,follow-up,1999-08-12|1999-08-11|1999-09-23
13531,13/99,medical action ma 13/99 on egypt,egypt|health concern|medical action ma 13/99,egypt,,,,unknown,1999-08-12|1999-07-08
13532,205/99,ua 205/99 on e. timor,disappearance|east timor|fear for safety|students|ua 205/99|women,e. timor,,,,initial,1999-08-11|1999-09-22
13533,178/99,follow-up on ua 178/99,death penalty|philippines|ua 178/99|women,ua 178,,,1999-07-23,follow-up,1999-08-11|1999-07-23|1999-08-16
13534,205/99,ua 205/99 on east timor,disappearance|east timor|fear for safety|students|ua 205/99,east timor,,,,initial,
13535,205/99,ua 205/99 on e.timor,disappearance|east timor|fear for safety|students|ua 205/99,e.timor,,,,initial,
13536,207/99,ua 207/99 on indonesia,fear for safety|incommunicado detention|indonesia|ua 204/99,indonesia,,,,initial,1999-08-11|1999-07-15|1999-07-30||1999-09-22
13537,203/99,ua 203/99 on usa,children|death penalty|usa|ua 203/99,usa,,,,initial,1999-09-07
13538,107/99,ex 107/99 on egypt,death penalty|egypt|women|ex 107/99,egypt,,,,unknown,1999-08-10|1999-08-07
13539,101/99,first follow-up to ex 101/99 on bahamas,bahamas|death penalty|ex 101/99,bahamas,,,1999-08-04,unknown,1999-08-10|1999-08-04
13540,106/99,ex 106/99 on usa/delaware,children|death penalty|usa|ex 106/99,usa,,,,unknown,1999-08-10|1999-08-16|1998-05-19
13541,202/99,ua 202/99 on indonesia,disappearance|indonesia|ua 202/99,indonesia,,,,initial,1999-08-10|1999-06-25|1999-07-30|
13542,105/99,extra 105/99 on indonesia,disappearance|ex 105/99|fear for safety|indonesia|torture,indonesia,,,,unknown,1999-08-09|1999-08-01|1999-07-30||1999-09-06
13543,186/99,first follow-up on ua186/99 on israel/s. lebanon,israel/south lebanon|legal concern|torture|ua 186/99,ua186,,,1999-07-28,first follow-up,1999-08-09|1999-07-28|1999-09-20
13544,104/99,extra 104/99 on indonesia,death threats|disappearance|fear for safety|indonesia|torture|ex 104/99,indonesia,,,,unknown,1999-08-09|1999-07-30|1999-07-30||1999-09-06
13545,65/99,first follow-up to ua 65/99 on bahrain,bahrain|torture|incommunicado detention|ua 65/99,bahrain,,,1998-03-03,first follow-up,1999-08-09|1998-03-03|1998-03-31|1998-11-11|1999-06-24
13546,70/99,second follow-up to ex 70/99 on philippines,death penalty|ex 70/99|philippines,philippines,,,1999-06-11,unknown,1999-08-06|1999-06-11|1999-08-16|1999-07-07|1998-04-03
13547,103/99,ex 103/99 on egypt,death penalty|egypt|women|ex 103/99,egypt,,,,unknown,1999-08-03|1999-08-20
13548,48/99,third follow-up to ua 48/99 on uzbekistan,refugee issues|ua 48/99|uzbekistan,uzbekistan,,,1999-03-16,third follow-up,1999-08-06|1999-03-16|1999-03-25|1999-03-09|1999-03-18
13549,102/99,ex 102/99 on indonesia,disappearance|indonesia|ex 102/99,indonesia,,,,unknown,1999-08-04|1999-07-30|
13550,34/99,second follow-up to ua 34/99 on uzbekistan,journalists and writers|ua 34/99|uzbekistan,uzbekistan,,,1999-02-25,second follow-up,1999-08-06|1999-02-25|
13551,91/99,stop action to ex 91/99 on usa,death penalty|ex 91/99|usa,usa,,,1999-07-20,unknown,1999-08-06|1999-07-20|1999-08-06
13552,94/99,stop action to ex 94/99 on usa,death penalty|ex 94/99|usa,usa,,,1999-07-27,unknown,1999-08-06|1999-07-27|1999-08-05
13553,201/99,ua 201/99 on honduras,honduras|journalists and writers|ua 201/99,honduras,,,,initial,1999-08-06|1999-07-30|1999-07-31
13554,199/99,ua 199/99 on the philippines,death penalty|philippines|ua 199/99,the philippines,,,,initial,1999-08-05|1999-08-16|1999-07-07|1998-04-03
13555,96/99,stop action to ex 96/99 on usa,death penalty|ex 96/99|usa,usa,,,1999-07-29,unknown,1999-08-05|1999-07-29|1999-08-03
13556,101/99,ex 101/99 on bahamas,bahamas|death penalty|ex 101/99,bahamas,,,,unknown,1999-08-04|1999-08-10|1998-10-16
13557,198/99,ua 198/99 on egypt,egypt|torture|ua 198/99,egypt,,,1998-08-04,initial,1999-08-04|1999-07-30|1998-08-04|1998-11-12|1999-04-07|1999-04-20
13558,197/99,ua 197/99 on colombia,colombia|unionists|ua 197/99,colombia,,,1998-10-21,initial,1999-08-04|1999-08-01||1998-10-20|1998-10-21|1999-05-13
13559,196/99,ua 196/99 on brazil,brazil|ua 196/99,brazil,,,,initial,1999-08-04|1999-07-09|1999-07-09
13560,195/99,ua 195/99 on indonesia,indonesia|ua 195/99,indonesia,,,,initial,1999-08-03|1999-07-31|1999-07-30|
13561,100/99,ex 100/99 on indonesia,indonesia|ex 100/99,indonesia,,,,unknown,1999-08-03|1999-07-31|1999-07-30|
13562,188/99,first follow-up to ua 188/99 on indonesia,disappearance|indonesia|students|teachers and educators|ua 188/99,indonesia,,,1999-07-30,first follow-up,1999-08-03|1999-07-30|1999-07-23
13563,194/99,ua 194/99 on tunisia,children|legal professionals|tunisia|women|ua 194/99,tunisia,,,,initial,1999-08-03|1998-02-13|1999-07-15|1999-05-26|1990-02-26
13564,99/99,ex 99/99 on sudan / chad,chad|disappearance|refugee issues|sudan|ex 99/99,sudan ,,,,unknown,1999-08-02|1999-07-27
13565,210/98,third follow-up to ua 210/98 on china,china|religious leaders|tibet|torture|ua 210/98|women,china,,,1998-07-24,third follow-up,1999-08-02|1998-07-24|1998-12-01|1998-05-04
13566,113/98,stop action to ua 113/98 on cameroon,cameroon|health concern|students|torture|ua 113/98|women,cameroon,,,1998-04-15,stop action,1999-08-02|1998-04-15|1998-09-10|1998-10-29|1998-12-18|1999-04-14
13567,98/99,ex 98/99 on usa,death penalty|usa|ex 98/99,usa,,,,unknown,|1999-08-17|1996-12-24
13568,193/99,ua 193/99 on mexico,indigenous|mexico|ua 193/99,mexico,,,,initial,1999-07-30|1999-07-30
13569,192/99,ua 192/99 on colombia,colombia|disappearance|ua 192/99,colombia,,,1999-07-15,initial,1999-07-30|1999-07-22|1999-07-15|
13570,191/99,ua 191/99 on colombia,colombia|ua 191/99,colombia,,,,initial,1999-07-30|1999-07-24|1999-04-06|
13571,188/99,ua 188/99 on indonesia,disappearance|indonesia|ua 188/99,indonesia,,,,initial,1999-07-30|1999-07-23
13572,156/99,first follow-up to ua 156/99 on indonesia,health concern|indonesia|ua 156/99|women,indonesia,,,1999-07-07,first follow-up,1999-07-30|1999-07-07|1999-07-05
13573,170/99,first follow-up to ua 170/99 on iran,death penalty|disappearance|iran|ua 170/99,iran,,,1999-07-20,first follow-up,1999-07-30|1999-07-20|1999-07-26
13574,128/99,first follow-up to ua 128/99 on cameroon,cameroon|human rights defenders|ua 128/99,cameroon,,,1999-06-02,first follow-up,1999-07-29|1999-06-02|1999-06-13
13575,183/99,first follow-up to ua 183/99 on myanmar,children|health professionals|myanmar|students|torture|ua 183/99|women,myanmar,,,1999-07-27,first follow-up,1999-07-29|1999-07-27
13576,97/99,ex 97/99 on turkey,torture|turkey|ex 97/99,turkey,,,,unknown,1999-07-26
13577,96/99,ex 96/99 on usa,death penalty|usa|ex 97/99,usa,,,,unknown,1999-07-29|1999-08-06||1989-05-24
13578,190/99,ua 190/99 on burundi,burundi|children|ua 190/99,burundi,,,,initial,1999-07-29|1999-07-17
13579,189/99,ua 189/99 on burundi,burundi|death penalty|ua 189/99,burundi,,,,initial,1999-07-29|1999-07-29|1999-07-29
13580,187/99,ua 187/99 on togo,impunity|togo|ua 187/99,togo,,,,initial,1999-07-23
13581,96/99,ex 96/99 on usa,death penalty|usa|ex 96/99,usa,,,,unknown,1999-07-29|1999-08-06||1989-05-24
13582,186/99,ua 186/99 on israel/south lebanon,israel|lebanon|legal concern|students|ua 186/99,israel,,,,initial,
13583,185/99,ua 185/99 on colombia,colombia|women|ua 185/99,colombia,,,,initial,1999-07-25|1999-07-25
13584,95/99,ex 95/99 on indonesia,disappearance|indonesia|ex 95/99,indonesia,,,1999-07-28,unknown,1999-07-28|1999-05-20|1999-07-28
13585,89/99,stop action to ex 89/99 on indonesia,disappearance|ex 89/99|indonesia,indonesia,,,1999-07-16,unknown,1999-07-28|1999-07-16
13586,73/99,stop action to ex 73/99 on trinidad and tobago,death penalty|ex 73/99|trinidad and tobago,trinidad and tobago,,,1999-06-18,unknown,1999-07-28|1999-06-18|1999-07-22|1999-07-26|1999-07-28
13587,144/99,first follow-up to ua 144/99 on mexico,health concern|mexico|torture|ua 144/99,mexico,,,1999-06-25,first follow-up,1999-07-28|1999-06-25|1999-05-02|1999-05-17
13588,173/99,first follow-up to ua 173/99 on indonesia,disappearance|indonesia|torture|ua 173/99,indonesia,,,1999-07-22,first follow-up,1999-07-28|1999-07-22
13589,184/99,ua 184/99 on venezuela,children|venezuela|women|ua 184/99,venezuela,,,,initial,1999-07-27|1999-06-14|1999-06-14|1999-07-16
13590,94/99,ex 94/99 on usa,death penalty|legal concern|usa|ex 94/99,usa,,,,unknown,1999-08-05|1999-06-30
13591,267/98,stop action to ua 267/98 on belarus,belarus|death penalty|ua 267/98,belarus,,,1998-10-13,stop action,1999-07-27|1998-10-13|1999-07-24
13592,182/99,ua 182/99 on indonesia,disappearance|indonesia|ua 182/99,indonesia,,,,initial,1999-07-27|1999-07-16||1999-07-23
13593,181/99,ua 181/99 on east timor,east timor|indonesia|ua 181/99,east timor,,,,initial,1999-07-18|1999-07-24
13594,183/99,ua 183/99 on myanmar,children|health professionals|myanmar|prisoners of conscience|teachers and educators|torture|women|ua 183/99,myanmar,,,,initial,1999-07-27|1999-07-23
13595,180/99,ua 180/99 on turkey,torture|turkey|ua 180/99,turkey,,,,initial,1999-07-13
13596,73/99,third follow-up to ex 73/99 on trinidad and tobago,death penalty|ex 73/99|trinidad and tobago,trinidad and tobago,,,1999-06-18,unknown,1999-07-26|1999-06-18|1999-07-22|1999-07-28|1999-05-26|1999-05-26
13597,86/99,stop action to ua 86/99 on guatemala,guatemala|legal concern|legal professionals|ua 88/99,guatemala,,,1999-04-22,stop action,1999-07-26|1999-04-22|1999-07-23|1999-07-23
13598,88/99,stop action to ex 88/99 on niger,ex 88/99|impunity|niger,niger,,,,unknown,1999-07-26|1999-07-18
13599,169/99,stop action to ua 169/99 on cuba,cuba|prisoners of conscience|ua 169/99,cuba,,,1999-07-19,stop action,1999-07-26|1999-07-19|1999-07-11
13600,179/99,ua 179/99 on indonesia,disappearance|indonesia|ua 179/99,indonesia,,,,initial,1999-07-26|1999-07-23
13601,177/99,ua 177/99 on turkey,health professionals|torture|turkey|women|ua 177/99,turkey,,,,initial,1999-07-23|1999-07-22|1999-07-22
13602,11/99,stop action to ua 11/99 on russian federation,environmental activists|health concern|prisoners of conscience|russian federation|ua 11/99,russian federation,,,1999-01-18,stop action,1999-07-23|1999-01-18|1999-07-20
13603,175/99,ua 175/99 on india,human rights defenders|india|women|ua 175/99,india,,,,initial,1999-07-23|1999-07-07|1998-08-29
13604,176/99,ua 176/99 on indonesia,indonesia|ua 176/99,indonesia,,,,initial,
13605,178/99,ua 178/99 on philippines,death penalty|philippines|women|ua 178/99,philippines,,,,initial,1999-07-23|1999-08-16|1999-07-07|1998-04-03
13606,64/99,second follow-up to ex 64/99 on philippines,death penalty|ex 64/99|philippines,philippines,,,1999-05-24,unknown,1999-07-23|1999-05-24
13607,9/99,nsa 9/99 on sri lanka,sri lanka|women|ns 9/99,sri lanka,,,,unknown,
13608,174/99,ua 174/99 on united states,children|death penalty|usa|ua 174/99,united states,,,,initial,1999-08-23|1998-04-09|1999-09-01
13609,60/98,stop action to ex 60/98 on tunisia,health concern|tunisia|ex 60/98,tunisia,,,1998-08-25,unknown,1999-07-22|1998-08-25|1999-05-20|1999-05-25
13610,48/98,stop action to ua 48/98 on tunisia,legal professionals|tunisia|ua 48/98,tunisia,,,1998-02-13,stop action,1999-07-22|1998-02-13|1998-06-12|1999-02-08|1999-02-12
13611,71/99,stop action to ua 71/99 on tunisia,health concern|prisoners of conscience|tunisia|ua 71/99,tunisia,,,1999-04-09,stop action,1999-07-22|1999-04-09
13612,92/99,ex 92/99 on indonesia,disappearance|indonesia|torture|ex 92/99,indonesia,,,,unknown,1999-07-22|1999-07-20
13613,173/99,ua 173/99 on indonesia,disappearance|indonesia|ua 173/99,indonesia,,,,initial,1999-07-22|1999-07-17|1999-09-02
13614,73/99,second follow-up to ex 73/99 on trinidad and tobago,death penalty|ex 73/99|trinidad and tobago,trinidad and tobago,,,1999-06-18,unknown,1999-07-22|1999-06-18|1999-05-26|1999-05-26
13615,77/99,stop action to ua 77/99 on east timor,east timor|torture|ua 77/99,east timor,,,1999-04-14,stop action,1999-07-22|1999-04-14|1999-04-12
13616,117/99,stop action to ua 117/99 on east timor,east timor|torture|ua 117/99,east timor,,,1999-05-24,stop action,1999-07-22|1999-05-24|1999-05-24
13617,151/99,stop action to ua 151/99 on cambodia,cambodia|human rights defenders|prisoners of conscience|ua 151/99,cambodia,,,1999-06-29,stop action,1999-07-21|1999-06-29
13618,172/99,ua 172/99 on colombia,colombia|disappearance|ua 172/99,colombia,,,1999-07-01,initial,1999-07-21|1999-07-17|1999-06-02|1999-07-01
13619,171/99,ua 171/99 on guatemala,guatemala|impunity|ua 171/99,guatemala,,,,initial,1999-07-20
13620,12/99,first follow-up to medical action 12/99 on syria,health concern|medical action ma 12/99|syria|women,syria,,,,unknown,
13621,,,,,,,,,1999-07-20|1999-02-10
13622,170/99,ua 170/99 on iran,disappearance|iran|students|women|ua 170/99,iran,,,1999-07-09,initial,1999-07-20|1999-07-08|1999-07-09|1999-07-13
13623,141/99,first follow-up to ua 141/99 on iran,iran|journalists and writers|torture|ua 141/99,iran,,,1999-06-22,first follow-up,1999-07-20|1999-06-22|1999-07-08|1999-07-09|1999-07-13
13624,91/99,ex 91/99 on usa,death penalty|usa|ex 91/99,usa,,,1999-06-15,unknown,1999-07-20|1980-12-24||1999-06-18|1999-06-15
13625,150/99,correction to ua 150/99 on usa,death penalty|ua 150/99|usa,usa,,,,correction,
13626,169/99,ua 169/99 on cuba,cuba|prisoners of conscience|ua 169/99,cuba,,,1998-12-09,initial,1999-07-19|1998-12-15|1998-12-09|1996-06-06|1999-02-16
13627,90/99,ex 90/99 on tadjikistan,death penalty|ex 90/99|tajikistan,tadjikistan,,,1998-02-03,unknown,1999-07-19|1999-05-07|1998-02-03|1998-03-12
13628,86/99,second follow-up to ua 86/99 on guatemala,guatemala|legal professionals|religious leaders|ua 86/99,guatemala,,,1999-04-22,second follow-up,1999-07-19|1999-04-22|1999-04-15|1999-07-23|1999-07-23
13629,7/99,follow-up to ma 7/99 on philippines,death penalty|health concern|medical action ma 7/99|philippines,philippines,,,,unknown,
13630,,,,,,,,,1999-07-16|1999-07-08|1997-05-14|1999-07-08|1999-07-08|1999-06-25
13631,89/99,extra 89/99 on indonesia,arbitrary detention|ex 89/99|fear for safety|indonesia|torture,indonesia,,,,unknown,1999-07-16|1999-08-13
